        eV      barns         eV      barns         eV      barns
 ---------- ---------- ---------- ---------- ---------- ----------
 4.780000+6 9.666500-1 4.785000+6 9.767800-1 4.790000+6 9.944800-1
 4.795000+6 1.022800+0 4.800000+6 1.066000+0 4.805000+6 1.129400+0
 4.810000+6 1.219300+0 4.815000+6 1.341300+0 4.820000+6 1.495900+0
 4.825000+6 1.672200+0 4.830000+6 1.843400+0 4.832000+6 1.902300+0
 4.834000+6 1.952200+0 4.835000+6 1.973300+0 4.836000+6 1.991600+0
 4.837000+6 2.006900+0 4.838000+6 2.019400+0 4.839000+6 2.028900+0
 4.840000+6 2.035400+0 4.841000+6 2.039200+0 4.842000+6 2.040200+0
 4.843000+6 2.038700+0 4.844000+6 2.034700+0 4.845000+6 2.028600+0
 4.850000+6 1.971600+0 4.855000+6 1.888400+0 4.860000+6 1.797200+0
 4.870000+6 1.627100+0 4.880000+6 1.490900+0 4.890000+6 1.386300+0
 4.900000+6 1.305300+0 4.910000+6 1.241500+0 4.920000+6 1.190200+0
 4.930000+6 1.148500+0 4.940000+6 1.114400+0 4.950000+6 1.087000+0
 4.960000+6 1.065700+0 4.970000+6 1.051100+0 4.980000+6 1.043800+0
 4.990000+6 1.045800+0 5.000000+6 1.059400+0 5.010000+6 1.088000+0
 5.020000+6 1.135300+0 5.030000+6 1.204300+0 5.040000+6 1.295300+0
 5.050000+6 1.404600+0 5.060000+6 1.514600+0 5.070000+6 1.612900+0
 5.080000+6 1.691400+0 5.090000+6 1.758100+0 5.100000+6 1.845400+0
 5.102000+6 1.871000+0 5.104000+6 1.901300+0 5.106000+6 1.937600+0
 5.108000+6 1.981500+0 5.110000+6 2.034900+0 5.112000+6 2.100200+0
 5.114000+6 2.180300+0 5.115000+6 2.227000+0 5.116000+6 2.278700+0
 5.117000+6 2.335900+0 5.118000+6 2.399000+0 5.119000+6 2.468400+0
 5.120000+6 2.544500+0 5.121000+6 2.627300+0 5.122000+6 2.716700+0
 5.123000+6 2.812300+0 5.124000+6 2.913000+0 5.125000+6 3.017000+0
 5.126000+6 3.121800+0 5.127000+6 3.224100+0 5.128000+6 3.319500+0
 5.129000+6 3.403100+0 5.130000+6 3.469800+0 5.131000+6 3.514800+0
 5.132000+6 3.534300+0 5.133000+6 3.526400+0 5.134000+6 3.491300+0
 5.135000+6 3.431200+0 5.136000+6 3.349800+0 5.137000+6 3.252200+0
 5.138000+6 3.143600+0 5.139000+6 3.028800+0 5.140000+6 2.912100+0
 5.142000+6 2.685800+0 5.144000+6 2.481200+0 5.146000+6 2.304300+0
 5.148000+6 2.154700+0 5.150000+6 2.029600+0 5.155000+6 1.799100+0
 5.160000+6 1.647600+0 5.165000+6 1.542800+0 5.170000+6 1.466500+0
 5.180000+6 1.362000+0 5.190000+6 1.291700+0 5.200000+6 1.239400+0
 5.210000+6 1.197700+0 5.220000+6 1.162900+0 5.230000+6 1.132900+0
 5.240000+6 1.106400+0 5.250000+6 1.082600+0 5.260000+6 1.061100+0
 5.270000+6 1.041500+0 5.280000+6 1.023600+0 5.290000+6 1.008000+0
 5.300000+6 9.990700-1 5.310000+6 1.129800+0 5.320000+6 9.349900-1
 5.330000+6 9.678300-1 5.340000+6 1.634700+0 5.350000+6 1.279600+0
 5.355000+6 1.068900+0 5.360000+6 9.981500-1 5.365000+6 9.627700-1
 5.366000+6 9.580900-1 5.367000+6 9.544200-1 5.368000+6 9.522500-1
 5.369000+6 9.525500-1 5.370000+6 9.574000-1 5.371000+6 9.709600-1
 5.372000+6 1.000600+0 5.373000+6 1.053000+0 5.374000+6 1.112100+0
 5.375000+6 1.132800+0 5.380000+6 1.007300+0 5.385000+6 9.640800-1
 5.390000+6 9.450700-1 5.395000+6 9.334500-1 5.400000+6 9.251900-1
 5.410000+6 9.139200-1 5.420000+6 9.068800-1 5.430000+6 9.029700-1
 5.440000+6 9.019300-1 5.450000+6 9.038800-1 5.460000+6 9.091300-1
 5.470000+6 9.181900-1 5.480000+6 9.316900-1 5.490000+6 9.504300-1
 5.500000+6 9.753400-1 5.510000+6 1.007400+0 5.520000+6 1.047800+0
 5.530000+6 1.097500+0 5.540000+6 1.157200+0 5.550000+6 1.227000+0
 5.560000+6 1.306200+0 5.570000+6 1.392600+0 5.580000+6 1.482600+0
 5.590000+6 1.570900+0 5.600000+6 1.651500+0 5.605000+6 1.687100+0
 5.610000+6 1.718600+0 5.615000+6 1.745700+0 5.620000+6 1.767900+0
 5.625000+6 1.785000+0 5.630000+6 1.797200+0 5.635000+6 1.804400+0
 5.639542+6 1.806865+0 5.639600+6 1.806872+0 5.639633+6 1.806875+0
 5.640000+6 1.806900+0 5.645000+6 1.805200+0 5.650000+6 1.799800+0
 5.655000+6 1.791200+0 5.660000+6 1.780100+0 5.662000+6 1.775079+0
 5.665000+6 1.767400+0 5.668000+6 1.759525+0 5.670000+6 1.754300+0
 5.672000+6 1.749287+0 5.675000+6 1.742300+0 5.676000+6 1.740243+0
 5.678000+6 1.736785+0 5.680000+6 1.733400+0 5.685000+6 1.721900+0
 5.690000+6 1.687200+0 5.695000+6 1.644100+0 5.700000+6 1.611000+0
 5.705000+6 1.584100+0 5.710000+6 1.559800+0 5.715000+6 1.536800+0
 5.720000+6 1.514600+0 5.725000+6 1.493000+0 5.730000+6 1.472100+0
 5.735000+6 1.451700+0 5.740000+6 1.431900+0 5.745000+6 1.412700+0
 5.750000+6 1.394100+0 5.755000+6 1.376000+0 5.760000+6 1.358600+0
 5.765000+6 1.341700+0 5.770000+6 1.325400+0 5.775000+6 1.309700+0
 5.780000+6 1.294500+0 5.785000+6 1.279900+0 5.790000+6 1.265800+0
 5.795000+6 1.252200+0 5.800000+6 1.239200+0 5.805000+6 1.226600+0
 5.810000+6 1.214600+0 5.815000+6 1.203200+0 5.820000+6 1.192200+0
 5.825000+6 1.181900+0 5.830000+6 1.172100+0 5.835000+6 1.163000+0
 5.840000+6 1.154600+0 5.845000+6 1.147100+0 5.850000+6 1.140500+0
 5.855000+6 1.135100+0 5.860000+6 1.131100+0 5.865000+6 1.129000+0
 5.870000+6 1.129300+0 5.875000+6 1.132900+0 5.880000+6 1.141100+0
 5.885000+6 1.156000+0 5.890000+6 1.180900+0 5.895000+6 1.221400+0
 5.900000+6 1.287400+0 5.905000+6 1.396000+0 5.908000+6 1.491784+0
 5.910000+6 1.577500+0 5.912000+6 1.681585+0 5.915000+6 1.874000+0
 5.916000+6 1.949600+0 5.917000+6 2.030100+0 5.918000+6 2.114300+0
 5.919000+6 2.200800+0 5.920000+6 2.287100+0 5.921000+6 2.370200+0
 5.922000+6 2.446400+0 5.923000+6 2.511700+0 5.924000+6 2.562000+0
 5.925000+6 2.593900+0 5.926000+6 2.604800+0 5.927000+6 2.593800+0
 5.928000+6 2.561900+0 5.929000+6 2.511200+0 5.930000+6 2.445200+0
 5.935000+6 2.018000+0 5.940000+6 1.645100+0 5.945000+6 1.392800+0
 5.950000+6 1.225800+0 5.955000+6 1.109200+0 5.960000+6 1.020700+0
 5.965000+6 9.472300-1 5.970000+6 8.808600-1 5.975000+6 8.180900-1
 5.980000+6 7.655300-1 5.982000+6 7.548800-1 5.984000+6 7.592800-1
 5.985000+6 7.707183-1 5.986000+6 7.914100-1 5.988000+6 8.704200-1
 5.990000+6 1.015900+0 5.992000+6 1.225300+0 5.994000+6 1.447400+0
 5.995000+6 1.538700+0 5.996000+6 1.607300+0 5.997000+6 1.651600+0
 5.998000+6 1.673500+0 5.999000+6 1.677400+0 6.000000+6 1.668000+0
 6.001000+6 1.649600+0 6.002000+6 1.625700+0 6.003000+6 1.598800+0
 6.004000+6 1.570800+0 6.006000+6 1.515300+0 6.008000+6 1.464100+0
 6.010000+6 1.418500+0 6.012000+6 1.378500+0 6.014000+6 1.343600+0
 6.015000+6 1.327806+0 6.016000+6 1.313000+0 6.018000+6 1.286100+0
 6.020000+6 1.262400+0 6.025000+6 1.214000+0 6.030000+6 1.177000+0
 6.035000+6 1.148100+0 6.040000+6 1.125400+0 6.045000+6 1.107700+0
 6.048000+6 1.099321+0 6.050000+6 1.094600+0 6.052000+6 1.090727+0
 6.054000+6 1.087885+0 6.055000+6 1.086800+0 6.056000+6 1.086010+0
 6.057000+6 1.085595+0 6.058000+6 1.085534+0 6.059000+6 1.085808+0
 6.060000+6 1.086400+0 6.061000+6 1.087591+0 6.062000+6 1.089500+0
 6.063000+6 1.092128+0 6.064000+6 1.095500+0 6.065000+6 1.100035+0
 6.066000+6 1.105800+0 6.067000+6 1.113189+0 6.068000+6 1.122700+0
 6.070000+6 1.150300+0 6.071000+6 1.170300+0 6.072000+6 1.196300+0
 6.073000+6 1.230400+0 6.074000+6 1.275500+0 6.075000+6 1.335000+0
 6.076000+6 1.412400+0 6.077000+6 1.508000+0 6.078000+6 1.612000+0
 6.079000+6 1.694600+0 6.080000+6 1.711900+0 6.082000+6 1.525100+0
 6.084000+6 1.294700+0 6.085000+6 1.215158+0 6.086000+6 1.156400+0
 6.088000+6 1.082100+0 6.090000+6 1.040200+0 6.092000+6 1.014900+0
 6.094000+6 9.983300-1 6.096000+6 9.867900-1 6.098000+6 9.783200-1
 6.100000+6 9.717600-1 6.102000+6 9.664700-1 6.104000+6 9.620800-1
 6.106000+6 9.583200-1 6.108000+6 9.550200-1 6.110000+6 9.520900-1
 6.115000+6 9.458700-1 6.120000+6 9.407400-1 6.125000+6 9.363700-1
 6.130000+6 9.325900-1 6.140000+6 9.264200-1 6.150000+6 9.217600-1
 6.160000+6 9.183500-1 6.170000+6 9.159300-1 6.175000+6 9.150181-1
 6.180000+6 9.142500-1 6.190000+6 9.130000-1 6.200000+6 9.119200-1
 6.210000+6 9.107600-1 6.220000+6 9.093500-1 6.225000+6 9.085532-1
 6.230000+6 9.076700-1 6.240000+6 9.057700-1 6.250000+6 9.038700-1
 6.260000+6 8.978921-1 6.270000+6 8.959894-1 6.271000+6 8.958582-1
 6.272170+6 8.957157-1 6.272271+6 8.957048-1 6.272300+6 8.957018-1
 6.275000+6 8.954312-1 6.280000+6 8.949824-1 6.290000+6 8.944675-1
 6.300000+6 8.943651-1 6.302000+6 8.945126-1 6.304000+6 8.949381-1
 6.306000+6 8.955807-1 6.308000+6 8.963796-1 6.310000+6 8.972742-1
 6.312000+6 8.984660-1 6.314000+6 9.001587-1 6.316000+6 9.022948-1
 6.318000+6 9.048172-1 6.320000+6 9.076688-1 6.322000+6 9.108472-1
 6.324000+6 9.143695-1 6.325000+6 9.162507-1 6.326000+6 9.182072-1
 6.328000+6 9.223317-1 6.330000+6 9.267142-1 6.332000+6 9.313256-1
 6.334000+6 9.361363-1 6.336000+6 9.411165-1 6.338000+6 9.462356-1
 6.340000+6 9.514624-1 6.342000+6 9.570643-1 6.344000+6 9.633065-1
 6.346000+6 9.701546-1 6.348000+6 9.775739-1 6.350000+6 9.855297-1
 6.352000+6 9.944210-1 6.354000+6 1.004650+0 6.356000+6 1.016189+0
 6.358000+6 1.029012+0 6.360000+6 1.043095+0 6.362000+6 1.058598+0
 6.364000+6 1.075606+0 6.366000+6 1.093978+0 6.368000+6 1.113566+0
 6.370000+6 1.134212+0 6.372000+6 1.155573+0 6.374000+6 1.177918+0
 6.375000+6 1.189706+0 6.376000+6 1.202043+0 6.378000+6 1.228806+0
 6.380000+6 1.259147+0 6.382000+6 1.293632+0 6.384000+6 1.330327+0
 6.385000+6 1.348588+0 6.386000+6 1.366657+0 6.388000+6 1.402916+0
 6.390000+6 1.439173+0 6.392000+6 1.471483+0 6.394000+6 1.497612+0
 6.395000+6 1.509151+0 6.396000+6 1.519111+0 6.398000+6 1.533049+0
 6.400000+6 1.542349+0 6.402000+6 1.548146+0 6.404000+6 1.544028+0
 6.405000+6 1.536050+0 6.406000+6 1.523982+0 6.408000+6 1.490742+0
 6.410000+6 1.447790+0 6.412000+6 1.401685+0 6.414000+6 1.356848+0
 6.415000+6 1.334816+0 6.416000+6 1.312993+0 6.418000+6 1.270276+0
 6.420000+6 1.229516+0 6.422000+6 1.190729+0 6.424000+6 1.153336+0
 6.425000+6 1.135131+0 6.426000+6 1.117236+0 6.428000+6 1.082336+0
 6.430000+6 1.048550+0 6.430885+6 1.033958+0 6.430990+6 1.032244+0
 6.431000+6 1.032081+0 6.432000+6 1.016015+0 6.434000+6 9.849322-1
 6.436000+6 9.550246-1 6.438000+6 9.266718-1 6.440000+6 9.000122-1
 6.442000+6 8.760203-1 6.444000+6 8.551025-1 6.446000+6 8.365895-1
 6.448000+6 8.198782-1 6.450000+6 8.044181-1 6.451000+6 7.973554-1
 6.452000+6 7.911294-1 6.452146+6 7.902435-1 6.452200+6 7.899175-1
 6.452250+6 7.896163-1 6.452300+6 7.893155-1 6.454000+6 7.792103-1
 6.456000+6 7.676650-1 6.458000+6 7.565725-1 6.460000+6 7.460139-1
 6.462000+6 7.362258-1 6.464000+6 7.272941-1 6.466000+6 7.190764-1
 6.468000+6 7.114381-1 6.470000+6 7.042514-1 6.472000+6 6.974246-1
 6.474000+6 6.909108-1 6.475000+6 6.877542-1 6.476000+6 6.846556-1
 6.478000+6 6.786065-1 6.480000+6 6.727130-1 6.482000+6 6.670765-1
 6.484000+6 6.617947-1 6.486000+6 6.568153-1 6.488000+6 6.520873-1
 6.490000+6 6.475619-1 6.492000+6 6.434684-1 6.494000+6 6.402740-1
 6.496000+6 6.382847-1 6.498000+6 6.378082-1 6.500000+6 6.391596-1
 6.502000+6 6.418758-1 6.504000+6 6.452268-1 6.506000+6 6.491386-1
 6.508000+6 6.535370-1 6.510000+6 6.583469-1 6.512000+6 6.633386-1
 6.514000+6 6.683875-1 6.516000+6 6.735766-1 6.516461+6 6.748016-1
 6.516560+6 6.750663-1 6.516600+6 6.751734-1 6.518000+6 6.789646-1
 6.520000+6 6.846903-1 6.522000+6 6.906663-1 6.524000+6 6.967401-1
 6.525000+6 6.998157-1 6.526000+6 7.029184-1 6.528000+6 7.092082-1
 6.530000+6 7.156167-1 6.532000+6 7.221514-1 6.534000+6 7.288199-1
 6.536000+6 7.356301-1 6.538000+6 7.425902-1 6.540000+6 7.497086-1
 6.542000+6 7.569609-1 6.544000+6 7.643150-1 6.546000+6 7.717681-1
 6.548000+6 7.793173-1 6.550000+6 7.869595-1 6.552000+6 7.947004-1
 6.554000+6 8.025401-1 6.556000+6 8.104661-1 6.558000+6 8.184659-1
 6.560000+6 8.265263-1 6.562000+6 8.346035-1 6.564000+6 8.426683-1
 6.566000+6 8.507285-1 6.568000+6 8.587928-1 6.570000+6 8.668698-1
 6.572000+6 8.749688-1 6.574000+6 8.830991-1 6.575000+6 8.871791-1
 6.576000+6 8.912707-1 6.578000+6 8.994936-1 6.580000+6 9.077784-1
 6.582000+6 9.160549-1 6.584000+6 9.241862-1 6.586000+6 9.320810-1
 6.588000+6 9.396452-1 6.590000+6 9.467827-1 6.592000+6 9.533952-1
 6.594000+6 9.593829-1 6.596000+6 9.646452-1 6.598000+6 9.690812-1
 6.600000+6 9.725905-1 6.602000+6 9.754805-1 6.604000+6 9.781418-1
 6.606000+6 9.805999-1 6.608000+6 9.828806-1 6.610000+6 9.850100-1
 6.612000+6 9.870147-1 6.614000+6 9.889211-1 6.616000+6 9.907563-1
 6.618000+6 9.925472-1 6.620000+6 9.943210-1 6.622000+6 9.960963-1
 6.624000+6 9.978673-1 6.625000+6 9.987480-1 6.626000+6 9.996240-1
 6.628000+6 1.001357+0 6.630000+6 1.003056+0 6.632000+6 1.004712+0
 6.634000+6 1.006314+0 6.636000+6 1.007852+0 6.638000+6 1.009318+0
 6.640000+6 1.010700+0 6.642000+6 1.011440+0 6.644000+6 1.011315+0
 6.646000+6 1.010821+0 6.648000+6 1.010452+0 6.650000+6 1.010700+0
 6.652000+6 1.011936+0 6.654000+6 1.014689+0 6.655000+6 1.016867+0
 6.656000+6 1.019574+0 6.658000+6 1.025996+0 6.660000+6 1.033145+0
 6.662000+6 1.040442+0 6.664000+6 1.048622+0 6.665000+6 1.053429+0
 6.666000+6 1.059045+0 6.668000+6 1.072250+0 6.670000+6 1.085858+0
 6.672000+6 1.099118+0 6.674000+6 1.110557+0 6.675000+6 1.114367+0
 6.676000+6 1.112465+0 6.678000+6 1.091083+0 6.680000+6 1.071084+0
 6.682000+6 1.061218+0 6.684000+6 1.052126+0 6.685000+6 1.048272+0
 6.686000+6 1.044740+0 6.688000+6 1.037872+0 6.690000+6 1.031509+0
 6.692000+6 1.025763+0 6.694000+6 1.020548+0 6.695000+6 1.018141+0
 6.696000+6 1.015990+0 6.698000+6 1.012667+0 6.700000+6 1.010312+0
 6.710000+6 1.004817+0 6.720000+6 1.009325+0 6.725000+6 1.015330+0
 6.730000+6 1.023343+0 6.740000+6 1.045571+0 6.750000+6 1.073637+0
 6.760000+6 1.107107+0 6.770000+6 1.148000+0 6.775000+6 1.171149+0
 6.780000+6 1.196782+0 6.790000+6 1.270114+0 6.795000+6 1.325785+0
 6.800000+6 1.387710+0 6.805000+6 1.457279+0 6.810000+6 1.531756+0
 6.820000+6 1.592526+0 6.825000+6 1.489426+0 6.830000+6 1.372193+0
 6.840000+6 1.160469+0 6.850000+6 1.019400+0 6.860000+6 9.568809-1
 6.875000+6 9.017734-1 6.880000+6 8.903587-1 6.900000+6 8.619337-1
 6.920000+6 8.430623-1 6.925000+6 8.413460-1 6.940000+6 8.408297-1
 6.950000+6 8.427605-1 6.960000+6 8.482071-1 6.975000+6 8.652116-1
 6.980000+6 8.745000-1 7.000000+6 9.189820-1 7.020000+6 9.671423-1
 7.025000+6 9.779517-1 7.030000+6 9.886088-1 7.035000+6 9.998589-1
 7.040000+6 1.010833+0 7.045000+6 1.020826+0 7.050000+6 1.029106+0
 7.055000+6 1.036544+0 7.060000+6 1.040796+0 7.065000+6 1.040466+0
 7.070000+6 1.035445+0 7.075000+6 1.030751+0 7.080000+6 1.026638+0
 7.090000+6 1.022604+0 7.100000+6 1.020386+0 7.120000+6 1.030997+0
 7.125000+6 1.036208+0 7.140000+6 1.060778+0 7.150000+6 1.088013+0
 7.160000+6 1.125389+0 7.170000+6 1.200500+0 7.175000+6 1.258483+0
 7.180000+6 1.342517+0 7.190000+6 1.577699+0 7.200000+6 1.834460+0
 7.210000+6 1.760166+0 7.220000+6 1.634086+0 7.225000+6 1.580100+0
 7.230000+6 1.528315+0 7.240000+6 1.432090+0 7.250000+6 1.360492+0
 7.260000+6 1.329899+0 7.275000+6 1.304281+0 7.280000+6 1.298566+0
 7.300000+6 1.300280+0 7.320000+6 1.353863+0 7.325000+6 1.386257+0
 7.330000+6 1.393463+0 7.335000+6 1.383835+0 7.340000+6 1.368724+0
 7.345000+6 1.352934+0 7.350000+6 1.336611+0 7.353000+6 1.325999+0
 7.353304+6 1.324886+0 7.353400+6 1.324532+0 7.353423+6 1.324447+0
 7.355000+6 1.318450+0 7.360000+6 1.296649+0 7.365000+6 1.252101+0
 7.370000+6 1.190420+0 7.375000+6 1.251241+0 7.380000+6 1.315231+0
 7.385000+6 1.305596+0 7.390000+6 1.295933+0 7.400000+6 1.276059+0
 7.420000+6 1.240419+0 7.425000+6 1.232859+0 7.440000+6 1.210494+0
 7.450000+6 1.195825+0 7.460000+6 1.180985+0 7.475000+6 1.158822+0
 7.480000+6 1.151527+0 7.500000+6 1.123535+0 7.520000+6 1.134448+0
 7.525000+6 1.132389+0 7.540000+6 1.126216+0 7.550000+6 1.122100+0
 7.560000+6 1.122296+0 7.565597+6 1.122434+0 7.565773+6 1.122438+0
 7.565800+6 1.122439+0 7.568000+6 1.122492+0 7.575000+6 1.121072+0
 7.600000+6 1.113049+0 7.613591+6 1.121611+0 7.625000+6 1.134353+0
 7.640000+6 1.155535+0 7.650000+6 1.170595+0 7.660000+6 1.185880+0
 7.675000+6 1.209307+0 7.680000+6 1.217248+0 7.700000+6 1.250220+0
 7.725000+6 1.294309+0 7.740000+6 1.321203+0 7.750000+6 1.338810+0
 7.760000+6 1.355320+0 7.775000+6 1.377789+0 7.780000+6 1.384841+0
 7.800000+6 1.412103+0 7.820000+6 1.439490+0 7.825000+6 1.445758+0
 7.840000+6 1.461624+0 7.850000+6 1.471190+0 7.860000+6 1.474242+0
 7.875000+6 1.450393+0 7.880000+6 1.430942+0 7.900000+6 1.330517+0
 7.920000+6 1.225722+0 7.925000+6 1.197019+0 7.940000+6 1.106398+0
 7.950000+6 1.045636+0 7.960000+6 9.912734-1 7.975000+6 9.273056-1
 7.980000+6 9.097509-1 8.000000+6 8.615705-1 8.020000+6 8.489822-1
 8.025000+6 8.497615-1 8.040000+6 8.590714-1 8.060000+6 8.893676-1
 8.075000+6 9.232075-1 8.080000+6 9.355646-1 8.100000+6 9.891549-1
 8.125000+6 1.069868+0 8.150000+6 1.156270+0 8.175000+6 1.226287+0
 8.200000+6 1.279690+0 8.225000+6 1.322996+0 8.240000+6 1.343125+0
 8.250000+6 1.351652+0 8.275000+6 1.356445+0 8.280000+6 1.355628+0
 8.300000+6 1.347787+0 8.320000+6 1.334411+0 8.325000+6 1.329650+0
 8.340000+6 1.314150+0 8.350000+6 1.303129+0 8.360000+6 1.291535+0
 8.375000+6 1.271793+0 8.400000+6 1.239846+0 8.425000+6 1.215246+0
 8.440000+6 1.200784+0 8.450000+6 1.191046+0 8.460000+6 1.180463+0
 8.475000+6 1.163915+0 8.500000+6 1.136536+0 8.520000+6 1.122749+0
 8.525000+6 1.120864+0 8.540000+6 1.117954+0 8.550000+6 1.118143+0
 8.560000+6 1.119981+0 8.575000+6 1.126668+0 8.600000+6 1.152548+0
 8.620000+6 1.187077+0 8.625000+6 1.196667+0 8.640000+6 1.226184+0
 8.650000+6 1.246828+0 8.660000+6 1.268360+0 8.675000+6 1.302231+0
 8.680000+6 1.313719+0 8.700000+6 1.359906+0 8.720000+6 1.399052+0
 8.725000+6 1.406638+0 8.740000+6 1.422843+0 8.745000+6 1.426040+0
 8.750000+6 1.427937+0 8.760000+6 1.427540+0 8.775000+6 1.416057+0
 8.780000+6 1.408775+0 8.800000+6 1.368652+0 8.820000+6 1.320402+0
 8.825000+6 1.308587+0 8.840000+6 1.273830+0 8.850000+6 1.251293+0
 8.860000+6 1.229224+0 8.875000+6 1.195569+0 8.880000+6 1.184758+0
 8.900000+6 1.143000+0 8.920000+6 1.118803+0 8.925000+6 1.119833+0
 8.940000+6 1.126361+0 8.950000+6 1.132575+0 8.960000+6 1.161835+0
 8.975000+6 1.168650+0 8.980000+6 1.171787+0 8.987000+6 1.179028+0
 9.000000+6 1.203009+0 9.020000+6 1.260388+0 9.025000+6 1.277820+0
 9.040000+6 1.342579+0 9.050000+6 1.370712+0 9.060000+6 1.338775+0
 9.075000+6 1.290809+0 9.080000+6 1.273000+0 9.100000+6 1.245274+0
 9.120000+6 1.213408+0 9.125000+6 1.205323+0 9.136000+6 1.188101+0
 9.140000+6 1.182162+0 9.150000+6 1.168193+0 9.160000+6 1.154461+0
 9.175000+6 1.134791+0 9.180000+6 1.128699+0 9.200000+6 1.108014+0
 9.225000+6 1.095872+0 9.248000+6 1.090630+0 9.250000+6 1.090417+0
 9.275000+6 1.091590+0 9.300000+6 1.102107+0 9.325000+6 1.130960+0
 9.350000+6 1.165179+0 9.375000+6 1.192973+0 9.400000+6 1.211119+0
 9.425000+6 1.197496+0 9.431000+6 1.196039+0 9.431376+6 1.196072+0
 9.431500+6 1.196082+0 9.431530+6 1.196085+0 9.450000+6 1.197813+0
 9.470000+6 1.199369+0 9.475000+6 1.199746+0 9.500000+6 1.201557+0
 9.508000+6 1.202041+0 9.525000+6 1.202955+0 9.550000+6 1.204230+0
 9.575000+6 1.205744+0 9.600000+6 1.207740+0 9.625000+6 1.219274+0
 9.650000+6 1.234611+0 9.675000+6 1.252294+0 9.676000+6 1.253081+0
 9.700000+6 1.273126+0 9.720000+6 1.288182+0 9.725000+6 1.291336+0
 9.740000+6 1.300481+0 9.750000+6 1.305943+0 9.760000+6 1.311381+0
 9.775000+6 1.318273+0 9.780000+6 1.320225+0 9.800000+6 1.322494+0
 9.825000+6 1.314784+0 9.850000+6 1.304776+0 9.875000+6 1.292969+0
 9.900000+6 1.281386+0 9.925000+6 1.275118+0 9.950000+6 1.281257+0
 9.975000+6 1.297787+0 1.000000+7 1.314691+0 1.005000+7 1.350440+0
 1.010000+7 1.386387+0 1.012200+7 1.400159+0 1.015000+7 1.413807+0
 1.018945+7 1.427253+0 1.018961+7 1.427297+0 1.019000+7 1.427396+0
 1.020000+7 1.429722+0 1.020200+7 1.430057+0 1.024451+7 1.424766+0
 1.024466+7 1.424736+0 1.024500+7 1.424661+0 1.024700+7 1.424186+0
 1.025000+7 1.423209+0 1.030000+7 1.398614+0 1.035000+7 1.362782+0
 1.037219+7 1.341943+0 1.040000+7 1.317451+0 1.045000+7 1.292205+0
 1.046500+7 1.286213+0 1.046548+7 1.286039+0 1.046800+7 1.285159+0
 1.050000+7 1.274946+0 1.052600+7 1.267649+0 1.052750+7 1.267207+0
 1.052765+7 1.267163+0 1.052800+7 1.267060+0 1.055000+7 1.259097+0
 1.056024+7 1.253764+0 1.056300+7 1.252129+0 1.060000+7 1.227231+0
 1.065000+7 1.211241+0 1.066708+7 1.209611+0 1.066900+7 1.209576+0
 1.068000+7 1.210423+0 1.069000+7 1.214719+0 1.070000+7 1.225215+0
 1.071000+7 1.227208+0 1.072000+7 1.200890+0 1.073000+7 1.144407+0
 1.074000+7 1.169214+0 1.075000+7 1.192871+0 1.076000+7 1.212187+0
 1.077000+7 1.229744+0 1.078000+7 1.245176+0 1.079000+7 1.258586+0
 1.080000+7 1.271581+0 1.081000+7 1.284456+0 1.082000+7 1.297054+0
 1.083000+7 1.308828+0 1.084000+7 1.316193+0 1.085000+7 1.319539+0
 1.086000+7 1.319742+0 1.087000+7 1.317665+0 1.088000+7 1.317222+0
 1.089000+7 1.319431+0 1.090000+7 1.323238+0 1.091000+7 1.328005+0
 1.092000+7 1.333649+0 1.093000+7 1.346996+0 1.094000+7 1.377570+0
 1.095000+7 1.419018+0 1.096000+7 1.465658+0 1.097000+7 1.495463+0
 1.098000+7 1.499378+0 1.099000+7 1.502905+0 1.100000+7 1.508930+0
 1.100700+7 1.517511+0 1.100900+7 1.520228+0 1.100925+7 1.520581+0
 1.105000+7 1.579834+0 1.110000+7 1.656230+0 1.115000+7 1.709095+0
 1.120000+7 1.704620+0 1.122000+7 1.694229+0 1.125000+7 1.677386+0
 1.130000+7 1.649770+0 1.135000+7 1.631465+0 1.140000+7 1.628428+0
 1.145000+7 1.666336+0 1.150000+7 1.705266+0 1.152000+7 1.718657+0
 1.154000+7 1.729619+0 1.155000+7 1.734183+0 1.160000+7 1.744886+0
 1.164300+7 1.735309+0 1.164797+7 1.733229+0 1.164800+7 1.733216+0
 1.164816+7 1.733149+0 1.165000+7 1.732382+0 1.170000+7 1.711697+0
 1.175000+7 1.699205+0 1.177872+7 1.735421+0 1.177891+7 1.735540+0
 1.177900+7 1.735585+0 1.179600+7 1.739707+0 1.179667+7 1.739630+0
 1.179700+7 1.739574+0 1.180000+7 1.738742+0 1.185000+7 1.705029+0
 1.190000+7 1.673275+0 1.195000+7 1.665434+0 1.197000+7 1.668322+0
 1.197027+7 1.668254+0 1.200000+7 1.648587+0 1.205000+7 1.595005+0
 1.210000+7 1.543298+0 1.211000+7 1.533285+0 1.215000+7 1.496113+0
 1.216100+7 1.486666+0 1.220000+7 1.475860+0 1.224667+7 1.492763+0
 1.224700+7 1.492880+0 1.224800+7 1.493235+0 1.225000+7 1.493942+0
 1.230000+7 1.511533+0 1.233172+7 1.519652+0 1.233200+7 1.519703+0
 1.233300+7 1.519882+0 1.235000+7 1.522414+0 1.236300+7 1.523850+0
 1.237000+7 1.524481+0 1.240000+7 1.527047+0 1.245000+7 1.531936+0
